| Agent    0 | Location(x,y) = (  41,  67) in Environment -   DerivENV | High-Level-State 0
| Agent  128 | Location (x,y) = ( 196,  56) in Environment -   DerivENV | High-Level-State 2
| Agent  127 | Location (x,y) = ( 102,  45) in Environment -   DerivENV | High-Level-State 1
| Agent  126 | Location (x,y) = ( 185,  15) in Environment -   DerivENV | High-Level-State 1
| Agent  125 | Location (x,y) = ( 286,  88) in Environment -   DerivENV | High-Level-State 1
| Agent  124 | Location (x,y) = ( 280,  15) in Environment -   DerivENV | High-Level-State 2
| Agent  123 | Location (x,y) = (   7,  40) in Environment -   DerivENV | High-Level-State 1
| Agent  122 | Location (x,y) = ( 242,  79) in Environment -   DerivENV | High-Level-State 2
| Agent  121 | Location (x,y) = ( 354,  36) in Environment -   DerivENV | High-Level-State 1
| Agent  120 | Location (x,y) = ( 383,  42) in Environment -   DerivENV | High-Level-State 2
| Agent  119 | Location (x,y) = (  80,  84) in Environment -   DerivENV | High-Level-State 2
| Agent  118 | Location (x,y) = (  20,  22) in Environment -   DerivENV | High-Level-State 2
| Agent  117 | Location (x,y) = ( 189,  62) in Environment -   DerivENV | High-Level-State 1
| Agent  116 | Location (x,y) = ( 147,  27) in Environment -   DerivENV | High-Level-State 1
| Agent  115 | Location (x,y) = (  81,  64) in Environment -   DerivENV | High-Level-State 1
| Agent  114 | Location (x,y) = (  53,  94) in Environment -   DerivENV | High-Level-State 1
| Agent  113 | Location (x,y) = ( 155,  57) in Environment -   DerivENV | High-Level-State 1
| Agent  112 | Location (x,y) = ( 358,  44) in Environment -   DerivENV | High-Level-State 2
| Agent  111 | Location (x,y) = ( 294,  46) in Environment -   DerivENV | High-Level-State 1
| Agent  110 | Location (x,y) = ( 287,  60) in Environment -   DerivENV | High-Level-State 1
| Agent  109 | Location (x,y) = ( 234,  62) in Environment -   DerivENV | High-Level-State 1
| Agent  108 | Location (x,y) = (  66,  39) in Environment -   DerivENV | High-Level-State 1
| Agent  107 | Location (x,y) = ( 390,  31) in Environment -   DerivENV | High-Level-State 1
| Agent  106 | Location (x,y) = (  55,  60) in Environment -   DerivENV | High-Level-State 2
| Agent  105 | Location (x,y) = ( 390,   5) in Environment -   DerivENV | High-Level-State 2
| Agent  104 | Location (x,y) = ( 370,  74) in Environment -   DerivENV | High-Level-State 1
| Agent  103 | Location (x,y) = (  10,  50) in Environment -   DerivENV | High-Level-State 1
| Agent  102 | Location (x,y) = ( 153,  77) in Environment -   DerivENV | High-Level-State 2
| Agent  101 | Location (x,y) = ( 222,  87) in Environment -   DerivENV | High-Level-State 1
| Agent  100 | Location (x,y) = ( 229,  57) in Environment -   DerivENV | High-Level-State 1
| Agent   99 | Location (x,y) = ( 155,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = (   9,  88) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 113,  42) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 298,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 266,  10) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = ( 343,  19) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = (   7,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = ( 169,  21) in Environment -   DerivENV | High-Level-State 0
| Agent   91 | Location (x,y) = ( 244,   1) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 126,  32) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = (  50,  88) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = (   1,  21) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = ( 254,  47) in Environment -   DerivENV | High-Level-State 1
| Agent   86 | Location (x,y) = ( 387,  78) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 382,  98) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = ( 304,  48) in Environment -   DerivENV | High-Level-State 1
| Agent   83 | Location (x,y) = (  83,  99) in Environment -   DerivENV | High-Level-State 1
| Agent   82 | Location (x,y) = ( 128,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = ( 321,  52) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 389,  13) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = (  23,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = (  17,  65) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 204,  73) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 275,  64) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = ( 340,  65) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = ( 176,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = ( 399,  90) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = ( 160,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 144,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = ( 393,  81) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 102,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = ( 336,  76) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = ( 365,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = (  46,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = ( 231,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = ( 281,  60) in Environment -   DerivENV | High-Level-State 1
| Agent   63 | Location (x,y) = (  43,  64) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = ( 280,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = (  24,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 210,  76) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = (  36,  93) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = ( 128,   5) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 178,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = (   2,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 165,  59) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = ( 202,  36) in Environment -   DerivENV | High-Level-State 1
| Agent   53 | Location (x,y) = ( 141,  17) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = ( 154,   7) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = ( 298,  96) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 190,  17) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = (  23,  70) in Environment -   DerivENV | High-Level-State 1
| Agent   48 | Location (x,y) = (  44,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 262,  46) in Environment -   DerivENV | High-Level-State 1
| Agent   46 | Location (x,y) = (  24,  74) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = ( 319,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = ( 154,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = ( 344,  47) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = ( 344,  89) in Environment -   DerivENV | High-Level-State 1
| Agent   41 | Location (x,y) = ( 361,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = ( 143,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = ( 376,  89) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = ( 326,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = ( 128,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = ( 160,  72) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = ( 312,  96) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = (  43,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = ( 157,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 149,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = (  91,  75) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = ( 306,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = (  12,  93) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = ( 242,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = ( 189,  11) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = ( 161,  56) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = ( 263,  75) in Environment -   DerivENV | High-Level-State 1
| Agent   24 | Location (x,y) = ( 380,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = ( 255,  11) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = ( 264,  55) in Environment -   DerivENV | High-Level-State 0
| Agent   21 | Location (x,y) = ( 194,   3) in Environment -   DerivENV | High-Level-State 1
| Agent   20 | Location (x,y) = ( 327,  29) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = ( 361,  32) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = (  84,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 274,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = ( 182,  83) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = ( 169,  85) in Environment -   DerivENV | High-Level-State 1
| Agent   14 | Location (x,y) = (  62,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = ( 233,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = ( 158,   6) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = (  74,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = ( 127,  26) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = ( 185,  62) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = ( 345,  48) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 246,  77) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = ( 251,   6) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = ( 115,   9) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = (  72,  27) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = ( 340,  15) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = ( 341,  52) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = ( 352,  71) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = ( 102,  45) in Environment -   DerivENV | High-Level-State 1
	Tally: { S = 88 , I = 48 , R = 14 | Time 10

| Agent  149 | Location (x,y) = ( 297,   7) in Environment -   DerivENV | High-Level-State 2
| Agent  148 | Location (x,y) = ( 125,   1) in Environment -   DerivENV | High-Level-State 2
| Agent  147 | Location (x,y) = ( 273,  46) in Environment -   DerivENV | High-Level-State 1
| Agent  146 | Location (x,y) = ( 346,   5) in Environment -   DerivENV | High-Level-State 2
| Agent  145 | Location (x,y) = (  93,  85) in Environment -   DerivENV | High-Level-State 2
| Agent  144 | Location (x,y) = ( 124,  67) in Environment -   DerivENV | High-Level-State 2
| Agent  143 | Location (x,y) = ( 266,  21) in Environment -   DerivENV | High-Level-State 1
| Agent  142 | Location (x,y) = (  10,  86) in Environment -   DerivENV | High-Level-State 1
| Agent  141 | Location (x,y) = ( 215,  63) in Environment -   DerivENV | High-Level-State 1
| Agent  140 | Location (x,y) = ( 250,  75) in Environment -   DerivENV | High-Level-State 1
| Agent  139 | Location (x,y) = ( 151,  56) in Environment -   DerivENV | High-Level-State 1
| Agent  138 | Location (x,y) = ( 138,   4) in Environment -   DerivENV | High-Level-State 1
| Agent  137 | Location (x,y) = ( 289,  22) in Environment -   DerivENV | High-Level-State 1
| Agent  136 | Location (x,y) = (  22,  40) in Environment -   DerivENV | High-Level-State 2
| Agent  135 | Location (x,y) = (  75,  72) in Environment -   DerivENV | High-Level-State 2
| Agent  134 | Location (x,y) = ( 138,  83) in Environment -   DerivENV | High-Level-State 1
| Agent  133 | Location (x,y) = ( 192,  12) in Environment -   DerivENV | High-Level-State 2
| Agent  132 | Location (x,y) = ( 200,  97) in Environment -   DerivENV | High-Level-State 2
| Agent  131 | Location (x,y) = ( 253,  97) in Environment -   DerivENV | High-Level-State 1
| Agent  130 | Location (x,y) = ( 199,  38) in Environment -   DerivENV | High-Level-State 2
| Agent  129 | Location (x,y) = ( 316,  41) in Environment -   DerivENV | High-Level-State 2
| Agent  128 | Location (x,y) = ( 144,   9) in Environment -   DerivENV | High-Level-State 2
| Agent  127 | Location (x,y) = (   5,  52) in Environment -   DerivENV | High-Level-State 2
| Agent  126 | Location (x,y) = ( 103,  48) in Environment -   DerivENV | High-Level-State 1
| Agent  125 | Location (x,y) = ( 123,  83) in Environment -   DerivENV | High-Level-State 1
| Agent  124 | Location (x,y) = ( 259,  76) in Environment -   DerivENV | High-Level-State 2
| Agent  123 | Location (x,y) = ( 351,  99) in Environment -   DerivENV | High-Level-State 1
| Agent  122 | Location (x,y) = (   3,  86) in Environment -   DerivENV | High-Level-State 2
| Agent  121 | Location (x,y) = ( 130,   8) in Environment -   DerivENV | High-Level-State 1
| Agent  120 | Location (x,y) = ( 228,  34) in Environment -   DerivENV | High-Level-State 2
| Agent  119 | Location (x,y) = ( 252,  12) in Environment -   DerivENV | High-Level-State 2
| Agent  118 | Location (x,y) = ( 216,  33) in Environment -   DerivENV | High-Level-State 2
| Agent  117 | Location (x,y) = ( 124,  97) in Environment -   DerivENV | High-Level-State 1
| Agent  116 | Location (x,y) = ( 176,  43) in Environment -   DerivENV | High-Level-State 1
| Agent  115 | Location (x,y) = (  13,  20) in Environment -   DerivENV | High-Level-State 2
| Agent  114 | Location (x,y) = ( 211,  43) in Environment -   DerivENV | High-Level-State 1
| Agent  113 | Location (x,y) = ( 375,  53) in Environment -   DerivENV | High-Level-State 2
| Agent  112 | Location (x,y) = (  82,  64) in Environment -   DerivENV | High-Level-State 2
| Agent  111 | Location (x,y) = (  20,  52) in Environment -   DerivENV | High-Level-State 2
| Agent  110 | Location (x,y) = (  70,   5) in Environment -   DerivENV | High-Level-State 1
| Agent  109 | Location (x,y) = (   8,  53) in Environment -   DerivENV | High-Level-State 1
| Agent  108 | Location (x,y) = ( 254,  77) in Environment -   DerivENV | High-Level-State 2
| Agent  107 | Location (x,y) = ( 254,  35) in Environment -   DerivENV | High-Level-State 2
| Agent  106 | Location (x,y) = ( 132,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  105 | Location (x,y) = ( 132,   9) in Environment -   DerivENV | High-Level-State 2
| Agent  104 | Location (x,y) = ( 193,  26) in Environment -   DerivENV | High-Level-State 2
| Agent  103 | Location (x,y) = (  35,  61) in Environment -   DerivENV | High-Level-State 2
| Agent  102 | Location (x,y) = ( 395,   1) in Environment -   DerivENV | High-Level-State 2
| Agent  101 | Location (x,y) = ( 171,  22) in Environment -   DerivENV | High-Level-State 2
| Agent  100 | Location (x,y) = ( 219,   3) in Environment -   DerivENV | High-Level-State 1
| Agent   99 | Location (x,y) = ( 283,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = ( 213,  29) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 222,  23) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 277,  35) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 349,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = (  75,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 106,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = (  16,  26) in Environment -   DerivENV | High-Level-State 1
| Agent   91 | Location (x,y) = ( 334,  70) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = (  85,  60) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = ( 189,  16) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = ( 381,  92) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = (  32,  87) in Environment -   DerivENV | High-Level-State 1
| Agent   86 | Location (x,y) = (  43,  26) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 226,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = (  29,  58) in Environment -   DerivENV | High-Level-State 1
| Agent   83 | Location (x,y) = ( 381,  15) in Environment -   DerivENV | High-Level-State 1
| Agent   82 | Location (x,y) = ( 108,  94) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = ( 385,  78) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 261,  92) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = (  16,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = ( 222,   1) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 337,  78) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 262,  96) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = ( 378,  30) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = (  40,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = ( 398,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = (  68,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 382,  16) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = ( 231,  26) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 161,  55) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = ( 280,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = ( 334,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = ( 164,  92) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = ( 389,  10) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = ( 142,  63) in Environment -   DerivENV | High-Level-State 2
| Agent   63 | Location (x,y) = (  33,  50) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = ( 306,  46) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = ( 228,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 378,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = ( 183,  89) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = ( 294,  35) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 243,  88) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = (   2,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 138,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = (  70,  33) in Environment -   DerivENV | High-Level-State 1
| Agent   53 | Location (x,y) = ( 120,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = ( 282,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = (  56,  21) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 257,  29) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = ( 357,  22) in Environment -   DerivENV | High-Level-State 1
| Agent   48 | Location (x,y) = (  13,   6) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 232,  57) in Environment -   DerivENV | High-Level-State 1
| Agent   46 | Location (x,y) = (  59,  64) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = (  30,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = ( 104,   5) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = ( 289,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = (  98,  76) in Environment -   DerivENV | High-Level-State 1
| Agent   41 | Location (x,y) = ( 178,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = (  85,  57) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = ( 249,   4) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = ( 305,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = ( 316,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = (  46,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = ( 321,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = ( 164,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = (  38,  95) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 369,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = ( 145,  68) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = ( 290,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = ( 211,  29) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = ( 271,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = (  46,  16) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = ( 126,  90) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = ( 312,  69) in Environment -   DerivENV | High-Level-State 1
| Agent   24 | Location (x,y) = ( 172,  37) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = ( 374,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = ( 377,   8) in Environment -   DerivENV | High-Level-State 0
| Agent   21 | Location (x,y) = ( 311,  80) in Environment -   DerivENV | High-Level-State 1
| Agent   20 | Location (x,y) = ( 287,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = ( 114,  23) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = ( 246,   1) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 328,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = ( 116,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = (  19,  78) in Environment -   DerivENV | High-Level-State 2
| Agent   14 | Location (x,y) = (   7,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = ( 180,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = ( 219,  50) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = ( 333,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = ( 212,  65) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = ( 103,  69) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = (  13,   2) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 296,   9) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = (  50,  26) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = (  50,   7) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = (  64,  43) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = ( 122,  44) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = (  57,  11) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = ( 110,  54) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = ( 101,  80) in Environment -   DerivENV | High-Level-State 1
	Tally: { S = 87 , I = 31 , R = 32 | Time 11

| Agent  149 | Location (x,y) = ( 303,  45) in Environment -   DerivENV | High-Level-State 2
| Agent  148 | Location (x,y) = ( 388,  21) in Environment -   DerivENV | High-Level-State 2
| Agent  147 | Location (x,y) = ( 239,   4) in Environment -   DerivENV | High-Level-State 1
| Agent  146 | Location (x,y) = (  31,  28) in Environment -   DerivENV | High-Level-State 2
| Agent  145 | Location (x,y) = ( 322,  83) in Environment -   DerivENV | High-Level-State 2
| Agent  144 | Location (x,y) = ( 280,  37) in Environment -   DerivENV | High-Level-State 2
| Agent  143 | Location (x,y) = ( 241,  17) in Environment -   DerivENV | High-Level-State 2
| Agent  142 | Location (x,y) = (  93,  74) in Environment -   DerivENV | High-Level-State 1
| Agent  141 | Location (x,y) = ( 234,   9) in Environment -   DerivENV | High-Level-State 1
| Agent  140 | Location (x,y) = (  40,  50) in Environment -   DerivENV | High-Level-State 2
| Agent  139 | Location (x,y) = ( 220,  75) in Environment -   DerivENV | High-Level-State 1
| Agent  138 | Location (x,y) = (  79,   1) in Environment -   DerivENV | High-Level-State 1
| Agent  137 | Location (x,y) = (  34,  76) in Environment -   DerivENV | High-Level-State 2
| Agent  136 | Location (x,y) = ( 380,  98) in Environment -   DerivENV | High-Level-State 2
| Agent  135 | Location (x,y) = ( 269,  63) in Environment -   DerivENV | High-Level-State 2
| Agent  134 | Location (x,y) = ( 279,  20) in Environment -   DerivENV | High-Level-State 2
| Agent  133 | Location (x,y) = ( 292,  44) in Environment -   DerivENV | High-Level-State 2
| Agent  132 | Location (x,y) = (  75,  33) in Environment -   DerivENV | High-Level-State 2
| Agent  131 | Location (x,y) = (  91,  55) in Environment -   DerivENV | High-Level-State 2
| Agent  130 | Location (x,y) = ( 379,  23) in Environment -   DerivENV | High-Level-State 2
| Agent  129 | Location (x,y) = ( 129,  25) in Environment -   DerivENV | High-Level-State 2
| Agent  128 | Location (x,y) = ( 197,  36) in Environment -   DerivENV | High-Level-State 2
| Agent  127 | Location (x,y) = ( 290,  78) in Environment -   DerivENV | High-Level-State 2
| Agent  126 | Location (x,y) = ( 173,  84) in Environment -   DerivENV | High-Level-State 1
| Agent  125 | Location (x,y) = ( 204,  53) in Environment -   DerivENV | High-Level-State 1
| Agent  124 | Location (x,y) = (   8,  24) in Environment -   DerivENV | High-Level-State 2
| Agent  123 | Location (x,y) = ( 228,  98) in Environment -   DerivENV | High-Level-State 2
| Agent  122 | Location (x,y) = (  38,  59) in Environment -   DerivENV | High-Level-State 2
| Agent  121 | Location (x,y) = ( 267,  59) in Environment -   DerivENV | High-Level-State 2
| Agent  120 | Location (x,y) = ( 159,  51) in Environment -   DerivENV | High-Level-State 2
| Agent  119 | Location (x,y) = ( 285,  83) in Environment -   DerivENV | High-Level-State 2
